rank,2023 RANK,Institution_name,location_QS,SIZE,FOCUS,RESEARCH,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,scores_overall_QS,Rank,scores_overall_THE,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location_THE,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,Country
281.0,207.0,University of Bergen,Norway,L,FC,VH,3.0,A,32.7,269.0,5.4,601.0,67.1,197.0,31.2,426.0,92.3,171.0,14.3,635.0,69.3,200.0,23.6,358.0,57.7,259.0,36.6,155.0,66.3,2530.0,36.7,399.0,33.9,381.0,84.2,227.0,69.4,445.0,76.3,308.0,Norway,15751,13.0,11,0.888888889,Norway
283.0,454.0,Stellenbosch University,South Africa,L,FC,VH,5.0,A,25.0,351.0,39.4,240.0,3.1,701.0,59.9,206.0,20.0,591.0,7.8,701.0,92.0,69.0,50.1,132.0,44.1,339.0,36.5,155.0,66.3,3370.0,33.8,504.0,39.5,254.0,76.9,399.0,89.8,169.0,59.9,586.0,South Africa,25140,25.7,7,0.888888889,South Africa
285.0,296.0,Swinburne University of Technology,Australia,L,CO,VH,3.0,A,13.4,601.0,12.0,601.0,11.0,701.0,89.5,76.0,97.9,114.0,65.5,229.0,23.9,507.0,10.8,701.0,25.8,487.0,36.1,155.0,66.3,2420.0,31.7,606.0,34.0,379.0,91.3,104.0,75.4,331.0,85.6,183.0,Australia,14324,28.5,24,0.888888889,Australia
285.0,307.0,Tianjin University,China (Mainland),L,CO,VH,4.0,A,18.7,477.0,8.6,601.0,34.7,461.0,98.2,31.0,24.3,544.0,27.4,446.0,18.6,555.0,24.0,351.0,25.6,488.0,36.1,155.0,66.3,2440.0,46.1,189.0,47.6,160.0,71.4,525.0,93.5,133.0,55.3,669.0,China,26486,8.9,13,0.888888889,China (Mainland)
289.0,270.0,University of Galway,Ireland,L,FC,HI,5.0,A,26.3,335.0,28.2,341.0,61.2,230.0,13.5,666.0,92.3,170.0,39.3,348.0,45.7,338.0,30.7,249.0,90.6,89.0,36.0,155.0,66.3,3150.0,32.9,545.0,33.8,383.0,76.7,401.0,83.0,227.0,77.6,285.0,Ireland,15734,26.1,16,0.888888889,Ireland
290.0,296.0,United Arab Emirates University,United Arab Emirates,M,FC,VH,3.0,A,28.3,310.0,37.8,257.0,52.6,299.0,13.8,659.0,100.0,16.0,38.7,356.0,56.5,273.0,60.9,96.0,16.3,588.0,35.9,155.0,66.3,3450.0,27.0,878.0,34.5,364.0,83.2,258.0,77.4,299.0,89.1,136.0,United Arab Emirates,8147,12.6,18,0.888888889,United Arab Emirates
291.0,302.0,Xi’an Jiaotong University,China (Mainland),XL,FC,VH,4.0,A,21.4,406.0,42.2,222.0,17.4,701.0,80.9,106.0,4.4,701.0,4.1,701.0,36.8,403.0,20.8,397.0,34.6,403.0,35.8,155.0,66.3,3020.0,46.9,176.0,48.0,159.0,70.0,558.0,98.3,86.0,37.8,1207.0,China,45764,14.7,7,0.888888889,China (Mainland)
292.0,303.0,University College Cork,Ireland,L,FC,VH,5.0,A,28.4,309.0,36.3,270.0,29.4,528.0,21.6,534.0,94.8,152.0,47.1,308.0,25.1,496.0,23.5,360.0,96.1,46.0,35.7,155.0,66.3,3460.0,28.3,792.0,31.6,430.0,82.4,279.0,75.9,319.0,77.2,295.0,Ireland,18567,21.1,16,0.888888889,Ireland
294.0,317.0,Université Grenoble Alpes,France,XL,FC,VH,1.0,A,44.5,188.0,10.1,601.0,7.8,701.0,48.8,276.0,18.4,611.0,34.9,380.0,92.6,64.0,14.2,596.0,40.8,360.0,35.6,155.0,66.3,3160.0,42.2,259.0,37.9,293.0,66.9,624.0,69.1,452.0,71.6,380.0,France,51244,18.4,17,0.888888889,France
295.0,281.0,Hong Kong Baptist University,Hong Kong SAR,M,CO,VH,3.0,A,19.4,458.0,12.6,601.0,56.0,265.0,51.9,249.0,97.8,118.0,100.0,20.0,2.6,701.0,15.1,557.0,17.2,574.0,35.4,155.0,66.3,3190.0,34.0,492.0,28.9,498.0,77.2,390.0,69.6,440.0,97.8,10.0,Hong Kong,7460,10.2,55,0.888888889,Hong Kong SAR
297.0,281.0,Georgetown University,United States,L,FC,VH,5.0,B,30.3,288.0,34.4,285.0,59.0,242.0,18.6,574.0,17.0,629.0,39.8,344.0,14.4,606.0,87.8,43.0,66.8,217.0,35.3,187.0,59.5,1870.0,52.6,114.0,37.0,304.0,85.1,209.0,92.2,144.0,53.2,705.0,United States,17508,10.1,18,0.888888889,United States
298.0,308.0,Dalhousie University,Canada,L,FC,VH,5.0,A,19.2,465.0,18.0,488.0,16.0,701.0,41.8,323.0,99.0,97.0,74.7,187.0,37.2,399.0,21.6,385.0,94.4,61.0,34.9,155.0,66.3,3090.0,30.8,647.0,31.6,427.0,78.9,345.0,71.7,391.0,89.1,134.0,Canada,17314,14.7,27,0.888888889,Canada
302.0,363.0,Virginia Polytechnic Institute and State University,United States,XL,FC,VH,5.0,A,26.2,337.0,40.4,232.0,18.7,701.0,34.8,389.0,71.7,267.0,17.9,577.0,70.0,197.0,20.7,402.0,52.8,292.0,34.5,155.0,66.3,3000.0,42.5,253.0,39.4,257.0,78.8,349.0,76.7,306.0,65.4,477.0,United States,37225,18.6,13,0.888888889,United States
304.0,293.0,Jagiellonian University,Poland,XL,FC,VH,5.0,A,37.3,233.0,47.2,188.0,65.1,210.0,6.2,701.0,4.9,701.0,13.4,655.0,59.4,248.0,27.9,289.0,57.7,259.0,34.3,155.0,66.3,6780.0,38.4,349.0,29.0,495.0,55.7,868.0,46.7,869.0,43.4,1002.0,Poland,34309,8.8,11,0.888888889,Poland
304.0,243.0,University of Notre Dame,United States,L,CO,VH,5.0,B,26.5,331.0,32.2,306.0,59.7,238.0,39.1,350.0,23.3,561.0,17.7,578.0,32.0,449.0,45.2,155.0,34.6,403.0,34.3,199.0,58.7,1990.0,51.9,118.0,42.6,215.0,76.1,414.0,72.9,372.0,69.9,409.0,United States,12576,10.9,12,0.888888889,United States
306.0,412.0,University of Johannesburg,South Africa,L,CO,VH,2.0,A,16.2,540.0,21.4,434.0,36.8,430.0,20.7,549.0,96.3,135.0,50.6,286.0,96.9,32.0,43.6,165.0,73.6,182.0,34.0,155.0,66.3,4430.0,28.6,767.0,36.3,321.0,66.8,628.0,44.8,898.0,81.0,240.0,South Africa,31721,26.5,13,0.888888889,South Africa
307.0,585.5,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,S,FO,VH,2.0,A,10.4,601.0,7.5,601.0,89.0,90.0,100.0,7.0,5.3,701.0,3.7,701.0,1.0,701.0,4.7,701.0,19.9,545.0,34.0,155.0,66.3,3630.0,48.8,144.0,38.9,263.0,64.8,677.0,78.1,288.0,34.5,1335.0,South Korea,742,6.3,4,0.888888889,South Korea
307.0,425.0,Swansea University,United Kingdom,L,FC,HI,5.0,A,21.0,418.0,45.0,193.0,23.6,608.0,27.4,460.0,73.1,261.0,54.1,271.0,59.0,254.0,10.6,701.0,61.0,248.0,33.9,155.0,66.3,2960.0,27.6,839.0,30.2,468.0,89.7,131.0,62.8,599.0,89.5,132.0,United Kingdom,18505,16.8,21,0.888888889,United Kingdom
307.0,293.0,University of Tasmania,Australia,M,CO,VH,5.0,A,17.2,520.0,7.8,601.0,17.7,701.0,58.1,220.0,75.1,254.0,95.8,84.0,48.8,320.0,14.8,562.0,47.2,323.0,33.9,155.0,66.3,2970.0,31.6,609.0,38.4,276.0,82.0,285.0,70.5,417.0,90.9,118.0,Australia,16894,22.5,31,0.888888889,Australia
313.0,392.0,University of Oulu,Finland,M,FC,VH,4.0,A,15.8,553.0,17.3,502.0,26.4,564.0,56.9,228.0,52.5,348.0,9.4,701.0,75.4,168.0,16.6,511.0,88.4,103.0,33.5,155.0,66.3,2800.0,33.1,541.0,38.2,281.0,84.1,230.0,66.0,528.0,59.5,594.0,Finland,10719,20.8,8,0.888888889,Finland
315.0,363.0,Quaid-i-Azam University,Pakistan,M,CO,VH,4.0,A,15.8,552.0,40.3,234.0,2.8,701.0,97.0,40.0,3.4,701.0,1.4,701.0,23.0,519.0,5.8,701.0,23.0,514.0,33.4,155.0,66.3,4740.0,29.7,708.0,24.1,648.0,84.2,228.0,22.9,1404.0,53.7,698.0,Pakistan,11386,20.3,1,0.888888889,Pakistan
315.0,291.0,University of Turku,Finland,L,FC,VH,5.0,A,28.3,311.0,21.1,440.0,52.3,302.0,32.4,417.0,27.2,505.0,4.3,701.0,62.9,227.0,27.8,291.0,77.7,163.0,33.4,155.0,66.3,3440.0,31.6,610.0,34.9,353.0,83.3,251.0,67.0,499.0,52.5,726.0,Finland,13528,15.7,6,0.888888889,Finland
318.0,328.0,Simon Fraser University,Canada,L,CO,VH,4.0,A,25.5,343.0,13.5,600.0,5.7,701.0,42.5,315.0,96.8,128.0,86.3,139.0,34.5,423.0,17.6,474.0,54.3,283.0,33.3,155.0,66.3,2880.0,28.7,758.0,36.7,309.0,84.2,229.0,83.1,225.0,92.9,85.0,Canada,27269,26.8,31,0.888888889,Canada
319.0,230.0,Bauman Moscow State Technical University,Russia,L,CO,VH,5.0,A,31.3,279.0,44.4,202.0,100.0,18.0,1.4,701.0,53.6,343.0,58.9,256.0,1.0,701.0,12.2,701.0,10.5,663.0,33.2,155.0,66.3,4060.0,71.7,38.0,43.9,203.0,22.1,1635.0,51.7,779.0,59.3,596.0,Russian Federation,16061,6.6,18,0.888888889,Russia
323.0,267.0,Sun Yat-sen University,China (Mainland),XL,FC,VH,4.0,A,36.4,238.0,22.3,423.0,48.8,321.0,44.1,304.0,2.4,701.0,4.2,701.0,33.3,429.0,16.7,508.0,38.4,373.0,32.8,155.0,66.3,2400.0,46.6,180.0,39.5,255.0,83.2,256.0,86.2,194.0,39.1,1146.0,China,61453,15.2,5,0.888888889,China (Mainland)
323.0,595.5,University of Pretoria,South Africa,XL,FC,VH,5.0,A,23.6,365.0,52.3,155.0,3.5,701.0,20.7,550.0,25.0,535.0,6.4,701.0,97.6,26.0,58.4,104.0,78.4,158.0,32.8,155.0,66.3,5750.0,31.2,633.0,34.3,370.0,56.7,853.0,69.9,434.0,61.4,553.0,South Africa,37315,22.1,6,0.888888889,South Africa
326.0,363.0,University of South Australia,Australia,L,CO,VH,3.0,A,22.5,390.0,14.0,580.0,22.4,625.0,32.8,415.0,99.8,80.0,45.1,322.0,58.6,256.0,15.4,544.0,81.7,137.0,32.7,155.0,66.3,3350.0,25.0,1007.0,36.8,307.0,82.5,273.0,98.3,85.0,83.5,203.0,Australia,22822,30.2,17,0.888888889,Australia
328.0,355.0,"City, University of London",United Kingdom,L,CO,VH,5.0,A,21.4,405.0,18.1,483.0,6.7,701.0,42.2,321.0,95.0,151.0,99.3,46.0,22.1,527.0,28.3,284.0,41.7,356.0,32.6,155.0,66.3,3600.0,27.4,848.0,30.9,446.0,78.6,351.0,61.8,616.0,95.5,38.0,United Kingdom,16080,19.5,45,0.888888889,United Kingdom
328.0,288.0,Gwangju Institute of Science and Technology (GIST),South Korea,S,FO,VH,3.0,A,17.4,513.0,8.9,601.0,38.4,411.0,100.0,5.0,21.6,577.0,10.0,701.0,1.3,701.0,8.1,701.0,2.1,701.0,32.6,155.0,66.3,4360.0,48.5,152.0,39.6,253.0,50.3,1016.0,99.9,31.0,43.9,992.0,South Korea,1795,9.5,7,0.888888889,South Korea
332.0,270.0,Kyung Hee University,South Korea,L,FC,VH,4.0,B,28.0,312.0,41.6,224.0,84.8,106.0,14.0,657.0,14.2,684.0,54.0,272.0,16.7,577.0,12.1,701.0,33.5,413.0,32.5,155.0,66.3,2690.0,40.3,300.0,40.0,249.0,71.0,538.0,95.9,108.0,71.5,383.0,South Korea,20427,17.6,30,0.888888889,South Korea
332.0,375.0,"University of California, Santa Cruz",United States,L,CO,VH,4.0,A,18.4,487.0,4.9,601.0,7.2,701.0,79.6,111.0,63.6,304.0,8.9,701.0,19.3,547.0,10.7,701.0,89.1,95.0,32.5,155.0,66.3,2080.0,34.9,465.0,39.8,251.0,93.3,70.0,73.2,363.0,77.9,280.0,United States,19154,24.2,12,0.888888889,United States
334.0,380.0,Sharif University of Technology,"Iran, Islamic Republic of",M,FO,VH,4.0,A,10.1,601.0,43.8,207.0,6.1,701.0,99.1,19.0,7.3,701.0,1.3,701.0,9.7,675.0,25.7,321.0,1.9,701.0,32.4,155.0,66.3,3340.0,39.1,337.0,37.4,301.0,78.3,359.0,86.2,193.0,37.0,1241.0,Iran,9389,21.8,2,0.888888889,"Iran, Islamic Republic of"
336.0,330.0,Aalborg University,Denmark,L,FC,VH,3.0,A,20.0,442.0,22.2,424.0,31.5,500.0,42.4,317.0,76.4,244.0,18.2,570.0,79.2,151.0,14.7,569.0,35.8,393.0,32.2,155.0,66.3,2020.0,33.7,508.0,45.0,187.0,83.0,260.0,80.6,256.0,72.4,371.0,Denmark,17275,14.9,12,0.888888889,Denmark
336.0,505.5,Middle East Technical University,Turkey,L,CO,VH,4.0,A,29.0,299.0,63.7,125.0,9.0,701.0,22.2,525.0,11.3,701.0,17.4,583.0,32.2,443.0,24.6,339.0,84.8,120.0,32.2,155.0,66.3,3810.0,44.2,213.0,43.1,209.0,53.6,929.0,81.9,239.0,56.0,660.0,Turkey,16182,21.2,12,0.888888889,Turkey
336.0,375.0,University of Kent,United Kingdom,L,CO,VH,4.0,A,17.0,522.0,6.7,601.0,13.3,701.0,43.9,306.0,96.6,133.0,72.8,195.0,43.0,354.0,20.2,413.0,85.2,118.0,32.2,155.0,66.3,4470.0,27.6,833.0,29.0,496.0,77.6,379.0,51.9,775.0,93.5,73.0,United Kingdom,16515,18.0,27,0.888888889,United Kingdom
340.0,355.0,Beijing Institute of Technology,China (Mainland),L,FO,VH,4.0,A,22.7,385.0,18.1,484.0,41.1,381.0,76.4,125.0,3.1,701.0,4.2,701.0,17.1,572.0,14.1,599.0,23.7,506.0,32.1,155.0,66.3,2520.0,45.1,202.0,44.0,200.0,74.7,443.0,82.1,237.0,36.8,1250.0,China,34050,13.4,8,0.888888889,China (Mainland)
340.0,362.0,George Washington University,United States,L,FC,VH,5.0,B,26.9,323.0,24.5,393.0,28.3,541.0,29.3,439.0,31.6,478.0,27.6,444.0,61.0,239.0,49.5,135.0,62.8,235.0,32.1,155.0,66.3,2110.0,48.2,155.0,35.7,329.0,86.0,191.0,67.3,492.0,66.1,462.0,United States,22211,13.0,14,0.888888889,United States
342.0,295.0,RUDN University,Russia,L,FC,VH,4.0,A,22.4,395.0,45.0,192.0,92.2,74.0,2.0,701.0,8.2,701.0,92.7,103.0,60.1,242.0,12.2,701.0,4.4,701.0,32.0,155.0,66.3,7590.0,39.1,335.0,23.0,687.0,46.1,1093.0,21.0,1481.0,70.4,401.0,Russian Federation,22866,15.6,32,0.888888889,Russia
343.0,412.0,Brunel University London,United Kingdom,L,CO,VH,4.0,A,11.3,601.0,13.3,601.0,7.9,701.0,44.2,303.0,99.7,84.0,99.6,39.0,56.9,269.0,18.5,450.0,62.8,235.0,31.9,155.0,66.3,3560.0,25.2,986.0,26.5,555.0,80.7,307.0,60.1,642.0,98.4,4.0,United Kingdom,14130,17.9,40,0.888888889,United Kingdom
344.0,505.5,University of Aveiro,Portugal,L,CO,VH,4.0,A,13.4,601.0,6.6,601.0,13.8,701.0,84.3,98.0,4.3,701.0,13.5,651.0,72.3,188.0,6.7,701.0,69.3,210.0,31.6,155.0,66.3,6150.0,27.1,866.0,30.2,464.0,57.3,835.0,48.1,836.0,48.6,844.0,Portugal,13563,16.3,11,0.888888889,Portugal
345.0,473.0,University of Saskatchewan,Canada,L,FC,VH,5.0,A,12.0,601.0,6.8,601.0,17.3,701.0,54.3,237.0,70.0,279.0,51.8,280.0,47.2,331.0,20.9,396.0,94.9,56.0,31.5,155.0,66.3,3890.0,39.0,339.0,35.1,348.0,62.9,710.0,95.8,110.0,78.9,265.0,Canada,17924,18.1,21,0.888888889,Canada
347.0,422.0,National Technical University of Athens,Greece,L,FO,VH,5.0,A,20.5,425.0,42.7,215.0,4.7,701.0,72.3,137.0,1.3,701.0,4.3,701.0,32.0,447.0,31.8,240.0,7.8,701.0,31.4,155.0,66.3,7220.0,26.3,922.0,23.0,686.0,59.1,801.0,59.7,651.0,38.1,1187.0,Greece,13532,20.3,6,0.888888889,Greece
349.0,404.0,University of Pisa,Italy,L,FC,VH,5.0,A,40.4,211.0,12.7,601.0,7.5,701.0,41.1,333.0,5.9,701.0,4.1,701.0,67.6,209.0,13.4,642.0,73.6,182.0,31.3,155.0,66.3,4670.0,31.1,638.0,31.2,438.0,80.5,311.0,68.7,463.0,43.2,1013.0,Italy,31567,20.9,5,0.888888889,Italy
351.0,388.0,Lappeenranta-Lahti University of Technology LUT,Finland,S,SP,Unknown,4.0,A,6.9,601.0,13.3,601.0,11.1,701.0,97.7,36.0,45.2,378.0,18.2,573.0,14.7,599.0,11.4,701.0,39.0,367.0,31.2,155.0,66.3,2700.0,33.4,526.0,36.7,308.0,91.7,97.0,65.1,545.0,64.2,499.0,Finland,5028,31.6,14,0.888888889,Finland
351.0,438.0,University of Coimbra,Portugal,L,FC,VH,5.0,A,28.9,304.0,13.1,601.0,11.3,701.0,41.6,329.0,10.7,701.0,37.7,364.0,78.8,153.0,15.6,537.0,79.5,154.0,31.2,155.0,66.3,4200.0,31.4,619.0,38.2,279.0,59.9,785.0,78.0,290.0,54.3,687.0,Portugal,21767,18.4,15,0.888888889,Portugal
353.0,456.0,York University,Canada,XL,CO,VH,4.0,A,23.0,377.0,21.0,441.0,4.6,701.0,29.2,440.0,50.6,356.0,81.2,157.0,28.0,471.0,53.2,119.0,80.8,144.0,31.1,155.0,66.3,4000.0,28.2,800.0,32.4,410.0,78.3,360.0,69.6,442.0,79.5,261.0,Canada,44038,29.1,28,0.888888889,Canada
355.0,406.0,Sichuan University,China (Mainland),XL,FC,VH,3.0,A,20.1,436.0,7.6,601.0,11.4,701.0,94.7,55.0,6.6,701.0,5.4,701.0,26.2,490.0,14.8,564.0,18.8,555.0,30.9,150.0,62.0,1510.0,59.1,81.0,57.3,99.0,69.3,573.0,93.2,135.0,46.1,927.0,China,49117,15.9,5,0.888888889,China (Mainland)
355.0,312.0,University of Tsukuba,Japan,L,FC,VH,4.0,A,35.8,242.0,24.0,402.0,59.0,243.0,19.0,569.0,13.8,691.0,21.2,529.0,31.7,450.0,11.5,701.0,57.7,259.0,30.9,155.0,66.3,3980.0,51.8,119.0,42.6,219.0,52.3,956.0,72.9,374.0,51.3,764.0,Japan,15506,12.1,16,0.888888889,Japan
358.0,460.0,University of Florence,Italy,XL,FC,VH,5.0,A,33.6,259.0,5.7,601.0,4.1,701.0,49.6,266.0,8.1,701.0,10.7,701.0,73.0,181.0,17.4,476.0,81.1,142.0,30.8,155.0,66.3,3660.0,35.5,445.0,34.4,367.0,78.6,352.0,72.9,370.0,51.9,740.0,Italy,40535,24.0,10,0.888888889,Italy
358.0,296.0,University of Tartu,Estonia,M,FC,VH,5.0,A,24.4,355.0,9.0,601.0,91.5,78.0,11.5,701.0,46.5,372.0,22.2,513.0,73.7,177.0,42.1,171.0,27.6,471.0,30.8,155.0,66.3,3410.0,32.8,554.0,31.8,422.0,86.5,184.0,64.1,566.0,60.7,571.0,Estonia,9694,9.0,12,0.888888889,Estonia
360.0,505.5,University of Tehran,"Iran, Islamic Republic of",XL,CO,VH,4.0,A,18.7,476.0,38.8,249.0,3.4,701.0,67.5,159.0,2.1,701.0,1.8,701.0,68.6,203.0,17.5,475.0,18.4,560.0,30.7,155.0,66.3,4870.0,37.7,367.0,28.4,506.0,71.9,512.0,60.5,636.0,33.6,1370.0,Iran,54890,26.6,2,0.274305556,"Iran, Islamic Republic of"
364.0,369.0,American University of Sharjah,United Arab Emirates,S,CO,VH,3.0,B,20.0,438.0,39.1,243.0,20.7,653.0,20.0,559.0,100.0,2.0,100.0,6.0,6.4,701.0,36.9,202.0,3.0,701.0,30.3,155.0,66.3,6130.0,24.5,1040.0,26.3,560.0,57.9,824.0,27.9,1236.0,88.6,141.0,United Arab Emirates,4737,12.5,74,0.888888889,United Arab Emirates
364.0,475.0,University of Turin,Italy,XL,FC,VH,5.0,A,39.8,213.0,5.7,601.0,2.9,701.0,36.8,380.0,4.6,701.0,5.4,701.0,69.4,199.0,32.5,236.0,84.3,123.0,30.3,155.0,66.3,4920.0,23.0,1154.0,30.1,470.0,84.5,225.0,74.4,346.0,45.5,944.0,Italy,63232,29.5,6,0.888888889,Italy
371.0,555.5,Cairo University,Egypt,XL,FC,VH,5.0,A,43.7,193.0,33.2,297.0,8.0,701.0,2.8,701.0,2.7,701.0,6.2,701.0,48.7,321.0,72.5,63.0,78.6,157.0,29.9,155.0,66.3,8290.0,25.0,1003.0,18.5,887.0,59.9,784.0,39.2,999.0,45.4,945.0,Egypt,202915,30.9,5,0.888888889,Egypt
371.0,398.0,Tilburg University,Netherlands,L,FO,VH,4.0,A,15.2,573.0,33.4,294.0,10.4,701.0,44.2,302.0,96.6,131.0,58.4,259.0,9.4,683.0,14.1,602.0,31.0,432.0,29.9,155.0,66.3,2450.0,32.8,555.0,44.9,190.0,80.1,320.0,82.6,234.0,84.5,195.0,Netherlands,13225,32.2,21,0.888888889,Netherlands
375.0,443.0,Amirkabir University of Technology,"Iran, Islamic Republic of",M,FO,VH,4.0,A,4.1,601.0,33.4,295.0,5.1,701.0,99.8,13.0,15.9,652.0,2.8,701.0,9.5,681.0,10.3,701.0,16.5,586.0,29.5,155.0,66.3,3520.0,34.8,468.0,33.7,385.0,77.0,394.0,85.1,207.0,38.8,1157.0,Iran,9859,20.2,3,0.888888889,"Iran, Islamic Republic of"
379.0,312.0,Tufts University,United States,L,FC,VH,5.0,B,18.1,497.0,5.3,601.0,56.2,263.0,42.9,312.0,25.2,532.0,36.2,374.0,18.9,552.0,47.7,143.0,50.9,301.0,29.4,191.0,59.2,1920.0,51.5,122.0,35.0,350.0,87.5,164.0,71.7,392.0,62.8,525.0,United States,11611,10.5,16,0.888888889,United States
380.0,425.0,Flinders University,Australia,L,FC,VH,4.0,A,13.3,601.0,6.7,601.0,6.5,701.0,42.6,313.0,97.0,127.0,89.5,119.0,38.9,385.0,10.5,701.0,64.8,226.0,29.2,155.0,66.3,3140.0,29.2,733.0,35.4,337.0,78.4,353.0,71.0,406.0,88.9,138.0,Australia,17422,29.4,33,0.888888889,Australia
381.0,585.5,University of Luxembourg,Luxembourg,M,CO,VH,2.0,Unknown,9.1,601.0,4.9,601.0,77.2,152.0,28.6,447.0,100.0,14.0,100.0,24.0,18.4,557.0,25.6,323.0,19.9,545.0,29.1,155.0,66.3,2220.0,39.6,319.0,39.4,256.0,78.1,363.0,63.0,588.0,93.2,81.0,Luxembourg,5599,21.3,49,0.888888889,Luxembourg
382.0,256.0,Mahidol University,Thailand,L,FC,VH,4.0,A,42.4,200.0,30.3,322.0,77.7,147.0,4.7,701.0,6.0,701.0,5.1,701.0,10.3,666.0,11.0,701.0,27.6,471.0,29.0,155.0,66.3,7020.0,39.3,327.0,25.0,610.0,46.3,1087.0,78.6,281.0,48.7,841.0,Thailand,28790,8.9,5,0.888888889,Thailand
384.0,378.0,Nankai University,China (Mainland),XL,FC,VH,4.0,A,21.1,414.0,8.6,601.0,29.5,526.0,73.9,132.0,11.2,701.0,3.5,701.0,8.1,701.0,18.9,440.0,22.5,521.0,28.6,155.0,66.3,2780.0,48.8,146.0,31.4,433.0,85.3,204.0,66.5,516.0,49.3,820.0,China,31416,11.7,7,0.888888889,China (Mainland)
387.0,490.0,Aix-Marseille University,France,XL,FC,VH,5.0,A,36.1,241.0,4.5,601.0,8.3,701.0,26.5,468.0,18.5,609.0,19.9,549.0,99.4,13.0,11.3,701.0,64.5,228.0,28.3,155.0,66.3,3510.0,43.0,238.0,27.2,532.0,71.9,508.0,63.2,582.0,76.3,307.0,France,72946,17.3,14,0.888888889,France
387.0,288.0,Belarusian State University,Belarus,L,FO,VH,5.0,A,26.6,327.0,42.5,219.0,95.3,61.0,1.3,701.0,4.1,701.0,49.9,294.0,3.4,701.0,24.5,341.0,1.4,701.0,28.3,155.0,66.3,12260.0,25.5,969.0,11.5,1458.0,17.0,1731.0,55.4,718.0,66.8,449.0,Belarus,23030,7.6,19,0.888888889,Belarus
387.0,555.5,Concordia University,Canada,XL,CO,VH,3.0,A,15.0,580.0,15.2,544.0,3.0,701.0,23.7,504.0,80.3,227.0,89.3,122.0,40.4,373.0,30.2,254.0,88.8,97.0,28.3,155.0,66.3,5260.0,25.7,956.0,29.3,486.0,66.2,644.0,66.3,519.0,86.6,174.0,Canada,36749,34.6,34,0.888888889,Canada
387.0,327.0,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,M,FO,VH,3.0,A,27.1,321.0,37.8,256.0,43.6,360.0,27.0,463.0,17.5,622.0,31.1,410.0,1.9,701.0,18.5,451.0,26.6,481.0,28.3,155.0,66.3,4590.0,33.2,538.0,36.9,306.0,63.8,695.0,93.2,134.0,56.4,656.0,Taiwan,9221,18.5,19,0.888888889,Taiwan
392.0,406.0,South China University of Technology,China (Mainland),XL,CO,VH,3.0,A,12.5,601.0,4.2,601.0,19.0,694.0,95.4,50.0,10.4,701.0,4.5,701.0,9.7,674.0,21.9,380.0,10.2,667.0,28.2,155.0,66.3,2890.0,36.6,408.0,38.2,282.0,83.2,255.0,92.8,138.0,44.0,990.0,China,40449,12.6,6,0.888888889,China (Mainland)
392.0,422.0,Xiamen University,China (Mainland),XL,FC,VH,4.0,A,25.9,340.0,11.6,601.0,20.0,664.0,65.3,170.0,5.4,701.0,3.4,701.0,25.4,494.0,21.5,387.0,17.1,579.0,28.2,155.0,66.3,3500.0,38.0,363.0,33.5,393.0,83.7,244.0,72.1,386.0,38.4,1175.0,China,44715,15.1,2,0.888888889,China (Mainland)
399.0,308.0,HSE University,Russia,XL,FO,VH,3.0,A,27.3,318.0,31.9,308.0,90.7,82.0,1.9,701.0,6.3,701.0,16.1,597.0,71.1,191.0,13.4,639.0,5.1,701.0,28.0,155.0,66.3,4370.0,34.4,479.0,44.0,202.0,57.3,838.0,56.5,708.0,51.4,758.0,Russian Federation,34656,18.6,12,0.888888889,Russia
400.0,481.0,Iowa State University,United States,L,CO,VH,5.0,A,20.0,440.0,13.5,597.0,8.4,701.0,58.7,217.0,4.6,701.0,11.1,690.0,50.9,307.0,27.2,300.0,51.8,295.0,27.9,155.0,66.3,3740.0,39.5,323.0,34.5,361.0,69.3,571.0,84.8,211.0,46.0,929.0,United States,28591,17.1,8,0.888888889,United States
400.0,555.5,Masaryk University,Czech Republic,XL,CO,VH,5.0,A,23.2,371.0,32.2,305.0,10.4,701.0,15.2,628.0,31.0,481.0,68.7,215.0,56.2,276.0,14.6,575.0,69.9,207.0,27.9,155.0,66.3,7080.0,25.9,944.0,31.0,443.0,50.1,1018.0,41.7,944.0,66.3,460.0,Czech Republic,32789,18.4,23,0.888888889,Czech Republic
403.0,494.0,University of Granada,Spain,XL,FC,VH,5.0,A,44.0,192.0,9.8,601.0,5.6,701.0,23.3,509.0,3.4,701.0,16.1,598.0,96.8,34.0,5.1,701.0,36.1,391.0,27.8,155.0,66.3,5360.0,28.5,774.0,26.6,552.0,65.7,657.0,52.2,765.0,52.6,723.0,Spain,55523,14.7,9,0.888888889,Spain
